event,year,character,value,rate,type,count
Chronic Hepatitis C,2021,AgeGroups,20-29,41.9,Case,14850
Chronic Hepatitis C,2021,AgeGroups,30-39,74.9,Case,27578
Chronic Hepatitis C,2021,AgeGroups,40-49,54.6,Case,18089
Chronic Hepatitis C,2021,AgeGroups,50-59,50.2,Case,17501
Chronic Hepatitis C,2021,AgeGroups,60+,37.8,Case,24149
Hepatitis A,2022,AgeGroups,0-19,0.1,Case,79
Hepatitis A,2022,AgeGroups,20-29,0.7,Case,330
Hepatitis A,2022,AgeGroups,30-39,1.5,Case,687
Hepatitis A,2022,AgeGroups,40-49,1,Case,420
Hepatitis A,2022,AgeGroups,50-59,0.8,Case,346
Hepatitis A,2022,AgeGroups,60+,0.5,Case,403
Acute Hepatitis B,2022,AgeGroups,0-19,0,Case,14
Acute Hepatitis B,2022,AgeGroups,20-29,0.4,Case,180
Acute Hepatitis B,2022,AgeGroups,30-39,0.7,Case,340
Acute Hepatitis B,2022,AgeGroups,40-49,1.4,Case,578
Acute Hepatitis B,2022,AgeGroups,50-59,1.2,Case,518
Acute Hepatitis B,2022,AgeGroups,60+,0.6,Case,496
Acute Hepatitis C,2022,AgeGroups,0-19,0.1,Case,54
Acute Hepatitis C,2022,AgeGroups,20-29,2.2,Case,945
Acute Hepatitis C,2022,AgeGroups,30-39,3.6,Case,1585
Acute Hepatitis C,2022,AgeGroups,40-49,2.2,Case,872
Acute Hepatitis C,2022,AgeGroups,50-59,1.7,Case,699
Acute Hepatitis C,2022,AgeGroups,60+,0.9,Case,693
Chronic Hepatitis B,2022,AgeGroups,0-19,0.4,Case,253
Chronic Hepatitis B,2022,AgeGroups,20-29,4.1,Case,1564
Chronic Hepatitis B,2022,AgeGroups,30-39,9.9,Case,3881
Chronic Hepatitis B,2022,AgeGroups,40-49,11.1,Case,3912
Chronic Hepatitis B,2022,AgeGroups,50-59,8.8,Case,3206
Chronic Hepatitis B,2022,AgeGroups,60+,5.6,Case,3892
Chronic Hepatitis C,2022,AgeGroups,0-19,1.6,Case,885
Chronic Hepatitis C,2022,AgeGroups,20-29,35,Case,10833
Chronic Hepatitis C,2022,AgeGroups,30-39,80.2,Case,25192
Chronic Hepatitis C,2022,AgeGroups,40-49,64.9,Case,18414
Chronic Hepatitis C,2022,AgeGroups,50-59,53.5,Case,15805
Chronic Hepatitis C,2022,AgeGroups,60+,38.9,Case,22338
Hepatitis A,2023,AgeGroups,0-19,0.2,Case,134
Hepatitis A,2023,AgeGroups,20-29,0.7,Case,292
Hepatitis A,2023,AgeGroups,30-39,0.9,Case,407
Hepatitis A,2023,AgeGroups,40-49,0.7,Case,292
Hepatitis A,2023,AgeGroups,50-59,0.5,Case,213
Hepatitis A,2023,AgeGroups,60+,0.4,Case,310
Acute Hepatitis B,2023,AgeGroups,0-19,0,Case,21
Acute Hepatitis B,2023,AgeGroups,20-29,0.5,Case,211
Acute Hepatitis B,2023,AgeGroups,30-39,0.7,Case,345
Acute Hepatitis B,2023,AgeGroups,40-49,1.4,Case,583
Acute Hepatitis B,2023,AgeGroups,50-59,1.2,Case,490
Acute Hepatitis B,2023,AgeGroups,60+,0.7,Case,564
Acute Hepatitis C,2023,AgeGroups,0-19,0.1,Case,58
Acute Hepatitis C,2023,AgeGroups,20-29,2.2,Case,922
Acute Hepatitis C,2023,AgeGroups,30-39,3.4,Case,1506
Acute Hepatitis C,2023,AgeGroups,40-49,2.4,Case,985
Acute Hepatitis C,2023,AgeGroups,50-59,1.8,Case,708
Acute Hepatitis C,2023,AgeGroups,60+,1,Case,787
Chronic Hepatitis B,2023,AgeGroups,0-19,0.4,Case,248
Chronic Hepatitis B,2023,AgeGroups,20-29,4.7,Case,1774
Chronic Hepatitis B,2023,AgeGroups,30-39,10,Case,3965
Chronic Hepatitis B,2023,AgeGroups,40-49,11.4,Case,4071
Chronic Hepatitis B,2023,AgeGroups,50-59,9.5,Case,3418
Chronic Hepatitis B,2023,AgeGroups,60+,5.9,Case,4170
Chronic Hepatitis C,2023,AgeGroups,0-19,1,Case,688
Chronic Hepatitis C,2023,AgeGroups,20-29,29.2,Case,10610
Chronic Hepatitis C,2023,AgeGroups,30-39,72.1,Case,27671
Chronic Hepatitis C,2023,AgeGroups,40-49,60.5,Case,21009
Chronic Hepatitis C,2023,AgeGroups,50-59,48.3,Case,16776
Chronic Hepatitis C,2023,AgeGroups,60+,35.8,Case,24610
Hepatitis A,2011,Sex,Female,0.4,Case,691
Hepatitis A,2011,Sex,Male,0.5,Case,703
Acute Hepatitis B,2011,Sex,Female,0.7,Case,1094
Acute Hepatitis B,2011,Sex,Male,1.2,Case,1796
Acute Hepatitis C,2011,Sex,Female,0.4,Case,585
Acute Hepatitis C,2011,Sex,Male,0.4,Case,641
Chronic Hepatitis B,2011,Sex,Female,5.8,Case,9167
Chronic Hepatitis B,2011,Sex,Male,7.3,Case,11144
Chronic Hepatitis C,2011,Sex,Female,28.3,Case,44785
Chronic Hepatitis C,2011,Sex,Male,49.3,Case,75497
Hepatitis A,2012,Sex,Female,0.5,Case,783
Hepatitis A,2012,Sex,Male,0.5,Case,769
Acute Hepatitis B,2012,Sex,Female,0.7,Case,1084
Acute Hepatitis B,2012,Sex,Male,1.2,Case,1803
Acute Hepatitis C,2012,Sex,Female,0.5,Case,821
Acute Hepatitis C,2012,Sex,Male,0.7,Case,955
Chronic Hepatitis B,2012,Sex,Female,5.2,Case,8318
Chronic Hepatitis B,2012,Sex,Male,6.6,Case,10144
Chronic Hepatitis C,2012,Sex,Female,30.6,Case,48747
Chronic Hepatitis C,2012,Sex,Male,49.8,Case,76905
Hepatitis A,2013,Sex,Female,0.6,Case,914
Hepatitis A,2013,Sex,Male,0.6,Case,864
Acute Hepatitis B,2013,Sex,Female,0.7,Case,1163
Acute Hepatitis B,2013,Sex,Male,1.2,Case,1873
Acute Hepatitis C,2013,Sex,Female,0.7,Case,993
Acute Hepatitis C,2013,Sex,Male,0.8,Case,1142
Chronic Hepatitis B,2013,Sex,Female,6.3,Case,10031
Chronic Hepatitis B,2013,Sex,Male,7.9,Case,12340
Chronic Hepatitis C,2013,Sex,Female,31.5,Case,50504
Chronic Hepatitis C,2013,Sex,Male,50.3,Case,78306
Hepatitis A,2014,Sex,Female,0.4,Case,591
Hepatitis A,2014,Sex,Male,0.4,Case,645
Acute Hepatitis B,2014,Sex,Female,0.6,Case,1001
Acute Hepatitis B,2014,Sex,Male,1.1,Case,1778
Acute Hepatitis C,2014,Sex,Female,0.7,Case,1025
Acute Hepatitis C,2014,Sex,Male,0.8,Case,1167
Chronic Hepatitis B,2014,Sex,Female,4.2,Case,5472
Chronic Hepatitis B,2014,Sex,Male,5.4,Case,6782
Chronic Hepatitis C,2014,Sex,Female,54.3,Case,63550
Chronic Hepatitis C,2014,Sex,Male,86.8,Case,98372
Hepatitis A,2015,Sex,Female,0.4,Case,662
Hepatitis A,2015,Sex,Male,0.5,Case,726
Acute Hepatitis B,2015,Sex,Female,0.8,Case,1280
Acute Hepatitis B,2015,Sex,Male,1.3,Case,2080
Acute Hepatitis C,2015,Sex,Female,0.7,Case,1093
Acute Hepatitis C,2015,Sex,Male,0.9,Case,1334
Chronic Hepatitis B,2015,Sex,Female,4.5,Case,6093
Chronic Hepatitis B,2015,Sex,Male,6.2,Case,8189
Chronic Hepatitis C,2015,Sex,Female,53.8,Case,69718
Chronic Hepatitis C,2015,Sex,Male,88.8,Case,111494
Hepatitis A,2016,Sex,Female,0.5,Case,897
Hepatitis A,2016,Sex,Male,0.7,Case,1107
Acute Hepatitis B,2016,Sex,Female,0.8,Case,1252
Acute Hepatitis B,2016,Sex,Male,1.2,Case,1957
Acute Hepatitis C,2016,Sex,Female,0.8,Case,1310
Acute Hepatitis C,2016,Sex,Male,1.1,Case,1627
Chronic Hepatitis B,2016,Sex,Female,4.5,Case,6337
Chronic Hepatitis B,2016,Sex,Male,6.1,Case,8316
Chronic Hepatitis C,2016,Sex,Female,41.9,Case,55490
Chronic Hepatitis C,2016,Sex,Male,71.3,Case,91499
Hepatitis A,2017,Sex,Female,0.7,Case,1149
Hepatitis A,2017,Sex,Male,1.4,Case,2209
Acute Hepatitis B,2017,Sex,Female,0.8,Case,1301
Acute Hepatitis B,2017,Sex,Male,1.3,Case,2095
Acute Hepatitis C,2017,Sex,Female,0.9,Case,1431
Acute Hepatitis C,2017,Sex,Male,1.2,Case,1775
Chronic Hepatitis B,2017,Sex,Female,5.2,Case,5818
Chronic Hepatitis B,2017,Sex,Male,6.8,Case,7435
Chronic Hepatitis C,2017,Sex,Female,49.3,Case,53709
Chronic Hepatitis C,2017,Sex,Male,84.5,Case,89111
Hepatitis A,2018,Sex,Female,3,Case,4952
Hepatitis A,2018,Sex,Male,4.7,Case,7497
Acute Hepatitis B,2018,Sex,Female,0.8,Case,1260
Acute Hepatitis B,2018,Sex,Male,1.3,Case,2050
Acute Hepatitis C,2018,Sex,Female,1,Case,1605
Acute Hepatitis C,2018,Sex,Male,1.3,Case,2012
Chronic Hepatitis B,2018,Sex,Female,4.9,Case,5833
Chronic Hepatitis B,2018,Sex,Male,7.2,Case,8217
Chronic Hepatitis C,2018,Sex,Female,47,Case,50732
Chronic Hepatitis C,2018,Sex,Male,83.1,Case,86674
Hepatitis A,2019,Sex,Female,4.2,Case,6997
Hepatitis A,2019,Sex,Male,7.3,Case,11824
Acute Hepatitis B,2019,Sex,Female,0.7,Case,1169
Acute Hepatitis B,2019,Sex,Male,1.3,Case,2021
Acute Hepatitis C,2019,Sex,Female,1,Case,1653
Acute Hepatitis C,2019,Sex,Male,1.6,Case,2471
Chronic Hepatitis B,2019,Sex,Female,4.9,Case,5853
Chronic Hepatitis B,2019,Sex,Male,7,Case,7985
Chronic Hepatitis C,2019,Sex,Female,39.7,Case,43966
Chronic Hepatitis C,2019,Sex,Male,73.9,Case,79007
Hepatitis A,2020,Sex,Female,2.3,Case,3802
Hepatitis A,2020,Sex,Male,3.8,Case,6141
Acute Hepatitis B,2020,Sex,Female,0.5,Case,857
Acute Hepatitis B,2020,Sex,Male,0.8,Case,1297
Acute Hepatitis C,2020,Sex,Female,1,Case,1687
Acute Hepatitis C,2020,Sex,Male,2,Case,3105
Chronic Hepatitis B,2020,Sex,Female,4.2,Case,4999
Chronic Hepatitis B,2020,Sex,Male,5.7,Case,6614
Chronic Hepatitis C,2020,Sex,Female,28.6,Case,38283
Chronic Hepatitis C,2020,Sex,Male,52.9,Case,68561
Hepatitis A,2021,Sex,Female,1.3,Case,2126
Hepatitis A,2021,Sex,Male,2.2,Case,3594
Acute Hepatitis B,2021,Sex,Female,0.5,Case,829
Acute Hepatitis B,2021,Sex,Male,0.7,Case,1215
Acute Hepatitis C,2021,Sex,Female,1,Case,1669
Acute Hepatitis C,2021,Sex,Male,2.1,Case,3348
Chronic Hepatitis B,2021,Sex,Female,5,Case,6039
Chronic Hepatitis B,2021,Sex,Male,6.9,Case,8176
Chronic Hepatitis C,2021,Sex,Female,27.3,Case,37205
Chronic Hepatitis C,2021,Sex,Male,52.3,Case,69927
Hepatitis A,2022,Sex,Female,0.5,Case,790
Hepatitis A,2022,Sex,Male,0.9,Case,1472
Acute Hepatitis B,2022,Sex,Female,0.5,Case,843
Acute Hepatitis B,2022,Sex,Male,0.8,Case,1280
Acute Hepatitis C,2022,Sex,Female,1,Case,1614
Acute Hepatitis C,2022,Sex,Male,2,Case,3227
Chronic Hepatitis B,2022,Sex,Female,5.1,Case,7334
Chronic Hepatitis B,2022,Sex,Male,6.6,Case,9348
Chronic Hepatitis C,2022,Sex,Female,27.6,Case,32553
Chronic Hepatitis C,2022,Sex,Male,52.5,Case,60646
Hepatitis A,2023,Sex,Female,0.4,Case,614
Hepatitis A,2023,Sex,Male,0.6,Case,1034
Acute Hepatitis B,2023,Sex,Female,0.5,Case,841
Acute Hepatitis B,2023,Sex,Male,0.8,Case,1370
Acute Hepatitis C,2023,Sex,Female,1,Case,1640
Acute Hepatitis C,2023,Sex,Male,2.1,Case,3321
Chronic Hepatitis B,2023,Sex,Female,5.1,Case,7487
Chronic Hepatitis B,2023,Sex,Male,7.1,Case,10140
Chronic Hepatitis C,2023,Sex,Female,24.2,Case,34332
Chronic Hepatitis C,2023,Sex,Male,48.2,Case,66797
Hepatitis A,2011,RaceEth,A/PI,0.8,Case,140
Hepatitis A,2011,RaceEth,AI/AN,0.7,Case,17
Hepatitis A,2011,RaceEth,Black,0.3,Case,106
Hepatitis A,2011,RaceEth,Hispanic,0.5,Case,276
Hepatitis A,2011,RaceEth,White,0.3,Case,577
Acute Hepatitis B,2011,RaceEth,A/PI,0.4,Case,64
Acute Hepatitis B,2011,RaceEth,AI/AN,0.5,Case,14
Acute Hepatitis B,2011,RaceEth,Black,1.4,Case,542
Acute Hepatitis B,2011,RaceEth,Hispanic,0.4,Case,211
Acute Hepatitis B,2011,RaceEth,White,0.8,Case,1603
Acute Hepatitis C,2011,RaceEth,A/PI,0.1,Case,8
Acute Hepatitis C,2011,RaceEth,AI/AN,1.1,Case,23
Acute Hepatitis C,2011,RaceEth,Black,0.1,Case,54
Acute Hepatitis C,2011,RaceEth,Hispanic,0.2,Case,82
Acute Hepatitis C,2011,RaceEth,White,0.5,Case,892
Chronic Hepatitis B,2011,RaceEth,A/PI,28.6,Case,4736
Chronic Hepatitis B,2011,RaceEth,AI/AN,1.5,Case,39
Chronic Hepatitis B,2011,RaceEth,Black,6.5,Case,2593
Chronic Hepatitis B,2011,RaceEth,Hispanic,0.9,Case,480
Chronic Hepatitis B,2011,RaceEth,White,1,Case,2006
Chronic Hepatitis C,2011,RaceEth,A/PI,4,Case,661
Chronic Hepatitis C,2011,RaceEth,AI/AN,24.1,Case,627
Chronic Hepatitis C,2011,RaceEth,Black,25.9,Case,10327
Chronic Hepatitis C,2011,RaceEth,Hispanic,8.3,Case,4325
Chronic Hepatitis C,2011,RaceEth,White,16.4,Case,32792
Hepatitis A,2012,RaceEth,A/PI,0.6,Case,102
Hepatitis A,2012,RaceEth,AI/AN,0.2,Case,6
Hepatitis A,2012,RaceEth,Black,0.2,Case,95
Hepatitis A,2012,RaceEth,Hispanic,0.5,Case,259
Hepatitis A,2012,RaceEth,White,0.4,Case,766
Acute Hepatitis B,2012,RaceEth,A/PI,0.4,Case,64
Acute Hepatitis B,2012,RaceEth,AI/AN,0.7,Case,18
Acute Hepatitis B,2012,RaceEth,Black,1.1,Case,444
Acute Hepatitis B,2012,RaceEth,Hispanic,0.4,Case,193
Acute Hepatitis B,2012,RaceEth,White,0.8,Case,1658
Acute Hepatitis C,2012,RaceEth,A/PI,0.1,Case,16
Acute Hepatitis C,2012,RaceEth,AI/AN,2,Case,43
Acute Hepatitis C,2012,RaceEth,Black,0.1,Case,57
Acute Hepatitis C,2012,RaceEth,Hispanic,0.2,Case,104
Acute Hepatitis C,2012,RaceEth,White,0.6,Case,1229
Chronic Hepatitis B,2012,RaceEth,A/PI,25.4,Case,4370
Chronic Hepatitis B,2012,RaceEth,AI/AN,1.4,Case,36
Chronic Hepatitis B,2012,RaceEth,Black,5.8,Case,2361
Chronic Hepatitis B,2012,RaceEth,Hispanic,0.8,Case,450
Chronic Hepatitis B,2012,RaceEth,White,0.9,Case,1853
Chronic Hepatitis C,2012,RaceEth,A/PI,4.3,Case,736
Chronic Hepatitis C,2012,RaceEth,AI/AN,27.9,Case,730
Chronic Hepatitis C,2012,RaceEth,Black,21,Case,8501
Chronic Hepatitis C,2012,RaceEth,Hispanic,7,Case,3721
Chronic Hepatitis C,2012,RaceEth,White,17.1,Case,34380
Hepatitis A,2013,RaceEth,A/PI,0.6,Case,101
Hepatitis A,2013,RaceEth,AI/AN,0.3,Case,7
Hepatitis A,2013,RaceEth,Black,0.2,Case,75
Hepatitis A,2013,RaceEth,Hispanic,0.5,Case,278
Hepatitis A,2013,RaceEth,White,0.5,Case,962
Acute Hepatitis B,2013,RaceEth,A/PI,0.3,Case,58
Acute Hepatitis B,2013,RaceEth,AI/AN,0.7,Case,18
Acute Hepatitis B,2013,RaceEth,Black,0.9,Case,382
Acute Hepatitis B,2013,RaceEth,Hispanic,0.4,Case,205
Acute Hepatitis B,2013,RaceEth,White,0.9,Case,1830
Acute Hepatitis C,2013,RaceEth,A/PI,0.1,Case,13
Acute Hepatitis C,2013,RaceEth,AI/AN,1.7,Case,38
Acute Hepatitis C,2013,RaceEth,Black,0.2,Case,75
Acute Hepatitis C,2013,RaceEth,Hispanic,0.2,Case,114
Acute Hepatitis C,2013,RaceEth,White,0.8,Case,1527
Chronic Hepatitis B,2013,RaceEth,A/PI,27.8,Case,4922
Chronic Hepatitis B,2013,RaceEth,AI/AN,1.6,Case,43
Chronic Hepatitis B,2013,RaceEth,Black,6.2,Case,2514
Chronic Hepatitis B,2013,RaceEth,Hispanic,0.9,Case,501
Chronic Hepatitis B,2013,RaceEth,White,0.8,Case,1704
Chronic Hepatitis C,2013,RaceEth,A/PI,5.3,Case,930
Chronic Hepatitis C,2013,RaceEth,AI/AN,30.7,Case,812
Chronic Hepatitis C,2013,RaceEth,Black,22.1,Case,9022
Chronic Hepatitis C,2013,RaceEth,Hispanic,7.4,Case,4015
Chronic Hepatitis C,2013,RaceEth,White,19,Case,38142
Hepatitis A,2014,RaceEth,A/PI,0.7,Case,135
Hepatitis A,2014,RaceEth,AI/AN,0.2,Case,4
Hepatitis A,2014,RaceEth,Black,0.2,Case,82
Hepatitis A,2014,RaceEth,Hispanic,0.4,Case,211
Hepatitis A,2014,RaceEth,White,0.3,Case,566
Acute Hepatitis B,2014,RaceEth,A/PI,0.3,Case,53
Acute Hepatitis B,2014,RaceEth,AI/AN,0.8,Case,21
Acute Hepatitis B,2014,RaceEth,Black,0.8,Case,343
Acute Hepatitis B,2014,RaceEth,Hispanic,0.3,Case,158
Acute Hepatitis B,2014,RaceEth,White,0.9,Case,1713
Acute Hepatitis C,2014,RaceEth,A/PI,0.1,Case,11
Acute Hepatitis C,2014,RaceEth,AI/AN,1.3,Case,29
Acute Hepatitis C,2014,RaceEth,Black,0.2,Case,74
Acute Hepatitis C,2014,RaceEth,Hispanic,0.2,Case,124
Acute Hepatitis C,2014,RaceEth,White,0.8,Case,1569
Chronic Hepatitis B,2014,RaceEth,A/PI,17.3,Case,2780
Chronic Hepatitis B,2014,RaceEth,AI/AN,1.4,Case,33
Chronic Hepatitis B,2014,RaceEth,Black,5.1,Case,1540
Chronic Hepatitis B,2014,RaceEth,Hispanic,0.8,Case,319
Chronic Hepatitis B,2014,RaceEth,White,1,Case,1681
Chronic Hepatitis C,2014,RaceEth,A/PI,7.5,Case,1161
Chronic Hepatitis C,2014,RaceEth,AI/AN,74.6,Case,1358
Chronic Hepatitis C,2014,RaceEth,Black,41.2,Case,11992
Chronic Hepatitis C,2014,RaceEth,Hispanic,13.1,Case,5086
Chronic Hepatitis C,2014,RaceEth,White,36.5,Case,53045
Hepatitis A,2015,RaceEth,A/PI,0.6,Case,114
Hepatitis A,2015,RaceEth,AI/AN,0.2,Case,5
Hepatitis A,2015,RaceEth,Black,0.2,Case,71
Hepatitis A,2015,RaceEth,Hispanic,0.4,Case,219
Hepatitis A,2015,RaceEth,White,0.3,Case,701
Acute Hepatitis B,2015,RaceEth,A/PI,0.4,Case,67
Acute Hepatitis B,2015,RaceEth,AI/AN,0.7,Case,18
Acute Hepatitis B,2015,RaceEth,Black,1,Case,398
Acute Hepatitis B,2015,RaceEth,Hispanic,0.3,Case,175
Acute Hepatitis B,2015,RaceEth,White,1.1,Case,2150
Acute Hepatitis C,2015,RaceEth,A/PI,0.1,Case,16
Acute Hepatitis C,2015,RaceEth,AI/AN,1.8,Case,39
Acute Hepatitis C,2015,RaceEth,Black,0.3,Case,112
Acute Hepatitis C,2015,RaceEth,Hispanic,0.3,Case,148
Acute Hepatitis C,2015,RaceEth,White,0.9,Case,1724
Chronic Hepatitis B,2015,RaceEth,A/PI,21.5,Case,3470
Chronic Hepatitis B,2015,RaceEth,AI/AN,1.6,Case,37
Chronic Hepatitis B,2015,RaceEth,Black,5.9,Case,2035
Chronic Hepatitis B,2015,RaceEth,Hispanic,0.7,Case,325
Chronic Hepatitis B,2015,RaceEth,White,1.3,Case,2236
Chronic Hepatitis C,2015,RaceEth,A/PI,7.6,Case,1195
Chronic Hepatitis C,2015,RaceEth,AI/AN,82.5,Case,1710
Chronic Hepatitis C,2015,RaceEth,Black,41.5,Case,13335
Chronic Hepatitis C,2015,RaceEth,Hispanic,12.1,Case,4969
Chronic Hepatitis C,2015,RaceEth,White,36.6,Case,60168
Hepatitis A,2016,RaceEth,A/PI,1.5,Case,299
Hepatitis A,2016,RaceEth,AI/AN,0.1,Case,3
Hepatitis A,2016,RaceEth,Black,0.3,Case,137
Hepatitis A,2016,RaceEth,Hispanic,0.5,Case,293
Hepatitis A,2016,RaceEth,White,0.4,Case,865
Acute Hepatitis B,2016,RaceEth,A/PI,0.3,Case,56
Acute Hepatitis B,2016,RaceEth,AI/AN,0.5,Case,14
Acute Hepatitis B,2016,RaceEth,Black,0.9,Case,386
Acute Hepatitis B,2016,RaceEth,Hispanic,0.3,Case,194
Acute Hepatitis B,2016,RaceEth,White,1,Case,2059
Acute Hepatitis C,2016,RaceEth,A/PI,0.1,Case,25
Acute Hepatitis C,2016,RaceEth,AI/AN,3.1,Case,70
Acute Hepatitis C,2016,RaceEth,Black,0.3,Case,130
Acute Hepatitis C,2016,RaceEth,Hispanic,0.3,Case,191
Acute Hepatitis C,2016,RaceEth,White,1.1,Case,2109
Chronic Hepatitis B,2016,RaceEth,A/PI,18.5,Case,3113
Chronic Hepatitis B,2016,RaceEth,AI/AN,3.3,Case,82
Chronic Hepatitis B,2016,RaceEth,Black,6.7,Case,2341
Chronic Hepatitis B,2016,RaceEth,Hispanic,0.8,Case,352
Chronic Hepatitis B,2016,RaceEth,White,1.3,Case,2293
Chronic Hepatitis C,2016,RaceEth,A/PI,4.9,Case,798
Chronic Hepatitis C,2016,RaceEth,AI/AN,65,Case,1377
Chronic Hepatitis C,2016,RaceEth,Black,32.3,Case,10554
Chronic Hepatitis C,2016,RaceEth,Hispanic,8.9,Case,3776
Chronic Hepatitis C,2016,RaceEth,White,29.8,Case,49730
Hepatitis A,2017,RaceEth,A/PI,0.6,Case,124
Hepatitis A,2017,RaceEth,AI/AN,0.5,Case,13
Hepatitis A,2017,RaceEth,Black,0.7,Case,303
Hepatitis A,2017,RaceEth,Hispanic,0.8,Case,471
Hepatitis A,2017,RaceEth,White,1,Case,1979
Acute Hepatitis B,2017,RaceEth,A/PI,0.3,Case,64
Acute Hepatitis B,2017,RaceEth,AI/AN,0.7,Case,19
Acute Hepatitis B,2017,RaceEth,Black,1,Case,411
Acute Hepatitis B,2017,RaceEth,Hispanic,0.3,Case,196
Acute Hepatitis B,2017,RaceEth,White,1.1,Case,2197
Acute Hepatitis C,2017,RaceEth,A/PI,0.1,Case,23
Acute Hepatitis C,2017,RaceEth,AI/AN,2.9,Case,67
Acute Hepatitis C,2017,RaceEth,Black,0.5,Case,202
Acute Hepatitis C,2017,RaceEth,Hispanic,0.4,Case,234
Acute Hepatitis C,2017,RaceEth,White,1.2,Case,2227
Chronic Hepatitis B,2017,RaceEth,A/PI,20.7,Case,2241
Chronic Hepatitis B,2017,RaceEth,AI/AN,2.4,Case,54
Chronic Hepatitis B,2017,RaceEth,Black,6.3,Case,1965
Chronic Hepatitis B,2017,RaceEth,Hispanic,1.1,Case,332
Chronic Hepatitis B,2017,RaceEth,White,1.5,Case,2163
Chronic Hepatitis C,2017,RaceEth,A/PI,6.8,Case,722
Chronic Hepatitis C,2017,RaceEth,AI/AN,78.5,Case,1481
Chronic Hepatitis C,2017,RaceEth,Black,36,Case,10617
Chronic Hepatitis C,2017,RaceEth,Hispanic,14.3,Case,3939
Chronic Hepatitis C,2017,RaceEth,White,35.3,Case,51243
Hepatitis A,2018,RaceEth,A/PI,0.5,Case,104
Hepatitis A,2018,RaceEth,AI/AN,0.5,Case,15
Hepatitis A,2018,RaceEth,Black,1.2,Case,508
Hepatitis A,2018,RaceEth,Hispanic,0.7,Case,413
Hepatitis A,2018,RaceEth,White,4.3,Case,8670
Acute Hepatitis B,2018,RaceEth,A/PI,0.3,Case,55
Acute Hepatitis B,2018,RaceEth,AI/AN,0.9,Case,25
Acute Hepatitis B,2018,RaceEth,Black,1,Case,405
Acute Hepatitis B,2018,RaceEth,Hispanic,0.4,Case,222
Acute Hepatitis B,2018,RaceEth,White,1,Case,2084
Acute Hepatitis C,2018,RaceEth,A/PI,0.1,Case,29
Acute Hepatitis C,2018,RaceEth,AI/AN,3.6,Case,83
Acute Hepatitis C,2018,RaceEth,Black,0.6,Case,231
Acute Hepatitis C,2018,RaceEth,Hispanic,0.5,Case,280
Acute Hepatitis C,2018,RaceEth,White,1.3,Case,2405
Chronic Hepatitis B,2018,RaceEth,A/PI,21,Case,2322
Chronic Hepatitis B,2018,RaceEth,AI/AN,1.9,Case,44
Chronic Hepatitis B,2018,RaceEth,Black,6.7,Case,2178
Chronic Hepatitis B,2018,RaceEth,Hispanic,1.4,Case,424
Chronic Hepatitis B,2018,RaceEth,White,1.8,Case,2742
Chronic Hepatitis C,2018,RaceEth,A/PI,7.3,Case,766
Chronic Hepatitis C,2018,RaceEth,AI/AN,89.2,Case,1666
Chronic Hepatitis C,2018,RaceEth,Black,36.6,Case,10733
Chronic Hepatitis C,2018,RaceEth,Hispanic,18,Case,4884
Chronic Hepatitis C,2018,RaceEth,White,37.8,Case,54174
Hepatitis A,2019,RaceEth,A/PI,0.7,Case,139
Hepatitis A,2019,RaceEth,AI/AN,2.2,Case,60
Hepatitis A,2019,RaceEth,Black,2.5,Case,1072
Hepatitis A,2019,RaceEth,Hispanic,1.5,Case,916
Hepatitis A,2019,RaceEth,White,6.8,Case,13709
Acute Hepatitis B,2019,RaceEth,A/PI,0.3,Case,63
Acute Hepatitis B,2019,RaceEth,AI/AN,0.6,Case,15
Acute Hepatitis B,2019,RaceEth,Black,0.9,Case,382
Acute Hepatitis B,2019,RaceEth,Hispanic,0.4,Case,215
Acute Hepatitis B,2019,RaceEth,White,1,Case,2045
Acute Hepatitis C,2019,RaceEth,A/PI,0.2,Case,36
Acute Hepatitis C,2019,RaceEth,AI/AN,3.6,Case,83
Acute Hepatitis C,2019,RaceEth,Black,0.7,Case,267
Acute Hepatitis C,2019,RaceEth,Hispanic,0.6,Case,350
Acute Hepatitis C,2019,RaceEth,White,1.4,Case,2683
Chronic Hepatitis B,2019,RaceEth,A/PI,18.9,Case,2119
Chronic Hepatitis B,2019,RaceEth,AI/AN,1,Case,24
Chronic Hepatitis B,2019,RaceEth,Black,6.7,Case,2198
Chronic Hepatitis B,2019,RaceEth,Hispanic,1.4,Case,444
Chronic Hepatitis B,2019,RaceEth,White,1.8,Case,2807
Chronic Hepatitis C,2019,RaceEth,A/PI,7.1,Case,755
Chronic Hepatitis C,2019,RaceEth,AI/AN,86.7,Case,1657
Chronic Hepatitis C,2019,RaceEth,Black,31,Case,9566
Chronic Hepatitis C,2019,RaceEth,Hispanic,14.1,Case,3913
Chronic Hepatitis C,2019,RaceEth,White,34,Case,49810
Hepatitis A,2020,RaceEth,A/PI,0.4,Case,92
Hepatitis A,2020,RaceEth,AI/AN,2,Case,56
Hepatitis A,2020,RaceEth,Black,1.6,Case,693
Hepatitis A,2020,RaceEth,Hispanic,0.6,Case,386
Hepatitis A,2020,RaceEth,White,3.9,Case,7780
Acute Hepatitis B,2020,RaceEth,A/PI,0.2,Case,52
Acute Hepatitis B,2020,RaceEth,AI/AN,0.4,Case,10
Acute Hepatitis B,2020,RaceEth,Black,0.7,Case,309
Acute Hepatitis B,2020,RaceEth,Hispanic,0.3,Case,155
